ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
17-4-1-1,17-4-1,sá:,answer-None,false,expert,Hantgan2018,,,
1-5-1-1,1-5-1,kōmpàà,armpit-None,false,expert,Hantgan2018,,,
3-5-1-1,3-5-1,ár kɛ́ndɛ̀,armpit-None,false,expert,Hantgan2018,,,
4-5-1-1,4-5-1,àr kɛ́lɛ̀,armpit-None,false,expert,Hantgan2018,,,
18-5-1-1,18-5-1,nawki,armpit-None,false,expert,Hantgan2018,,,
6-5-1-1,6-5-1,kì kàrá,armpit-None,false,expert,Hantgan2018,,,
19-5-1-1,19-5-1,kɛ̄ lɛ̄mù,armpit-None,false,expert,Hantgan2018,,,
7-5-1-1,7-5-1,kárá kárá súgù,armpit-None,false,expert,Hantgan2018,,,
8-5-1-1,8-5-1,kà kàrâ: kùl,armpit-None,false,expert,Hantgan2018,,,
9-5-1-1,9-5-1,ɛ̀rɛ̀ kɛ̀ndɛ̂,armpit-None,false,expert,Hantgan2018,,,
20-5-1-1,20-5-1,kàrà kàrà,armpit-None,false,expert,Hantgan2018,,,
10-5-1-1,10-5-1,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
21-5-1-1,21-5-1,fátò,armpit-None,false,expert,Hantgan2018,,,
22-5-1-1,22-5-1,fàtò,armpit-None,false,expert,Hantgan2018,,,
11-5-1-1,11-5-1,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
12-5-1-1,12-5-1,kàrà kàrà,armpit-None,false,expert,Hantgan2018,,,
13-5-1-1,13-5-1,kà kàrá,armpit-None,false,expert,Hantgan2018,,,
14-5-1-1,14-5-1,ká kárú,armpit-None,false,expert,Hantgan2018,,,
15-5-1-1,15-5-1,ìr kílá,armpit-None,false,expert,Hantgan2018,,,
16-5-1-1,16-5-1,kà gádà,armpit-None,false,expert,Hantgan2018,,,
17-5-1-1,17-5-1,kí kárú,armpit-None,false,expert,Hantgan2018,,,
1-6-1-1,1-6-1,twàà-rà,arrive-None,false,expert,Hantgan2018,,,
3-6-1-1,3-6-1,dɔ́,arrive-None,false,expert,Hantgan2018,,,
4-6-1-1,4-6-1,dɔ̌,arrive-None,false,expert,Hantgan2018,,,
5-6-1-1,5-6-1,dín-nɛ̀,arrive-None,false,expert,Hantgan2018,,,
18-6-1-1,18-6-1,yottaa-de,arrive-None,false,expert,Hantgan2018,,,
6-6-1-1,6-6-1,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
19-6-1-1,19-6-1,kìyɛ̀wⁿ,arrive-None,false,expert,Hantgan2018,,,
7-6-1-1,7-6-1,dín-yɛ̂:,arrive-None,false,expert,Hantgan2018,,,
8-6-1-1,8-6-1,dw-ɛ̂:,arrive-None,false,expert,Hantgan2018,,,
9-6-1-1,9-6-1,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
20-6-1-1,20-6-1,túb-yɛ̀,arrive-None,false,expert,Hantgan2018,,,
10-6-1-1,10-6-1,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
21-6-1-1,21-6-1,tɔ́:,arrive-None,false,expert,Hantgan2018,,,
22-6-1-1,22-6-1,tó:,arrive-None,false,expert,Hantgan2018,,,
11-6-1-1,11-6-1,dɔ̌,arrive-None,false,expert,Hantgan2018,,,
12-6-1-1,12-6-1,áyó,arrive-None,false,expert,Hantgan2018,,,
13-6-1-1,13-6-1,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
14-6-1-1,14-6-1,dɔ̀ɔ́,arrive-None,false,expert,Hantgan2018,,,
15-6-1-1,15-6-1,dɔ́,arrive-None,false,expert,Hantgan2018,,,
16-6-1-1,16-6-1,dɔ́,arrive-None,false,expert,Hantgan2018,,,
17-6-1-1,17-6-1,dɔ̌:,arrive-None,false,expert,Hantgan2018,,,
1-7-1-1,1-7-1,tùɥɛ̀,ash-None,false,expert,Hantgan2018,,,
3-7-1-1,3-7-1,dɔ̀yⁿ ɔ̌yⁿ,ash-None,false,expert,Hantgan2018,,,
4-7-1-1,4-7-1,dɔ̀yⁿ ɔ̌yⁿ,ash-None,false,expert,Hantgan2018,,,
5-7-1-1,5-7-1,díwɔ̀,ash-None,false,expert,Hantgan2018,,,
6-7-1-1,6-7-1,dɔ̀yⁿɔ́,ash-None,false,expert,Hantgan2018,,,
19-7-1-1,19-7-1,síbō,ash-None,false,expert,Hantgan2018,,,
7-7-1-1,7-7-1,dwɛ̂:,ash-None,false,expert,Hantgan2018,,,
8-7-1-1,8-7-1,dɔ̀dɛ̌:-ŋgó,ash-None,false,expert,Hantgan2018,,,
9-7-1-1,9-7-1,dùyá,ash-None,false,expert,Hantgan2018,,,
20-7-1-1,20-7-1,dwɛ̀:,ash-None,false,expert,Hantgan2018,,,
10-7-1-1,10-7-1,dɔ̀yⁿɔ́,ash-None,false,expert,Hantgan2018,,,
21-7-1-1,21-7-1,bó:sú,ash-None,false,expert,Hantgan2018,,,
22-7-1-1,22-7-1,bó:só,ash-None,false,expert,Hantgan2018,,,
11-7-1-1,11-7-1,dɔ̀ɛ́,ash-None,false,expert,Hantgan2018,,,
12-7-1-1,12-7-1,dwɛ́:,ash-None,false,expert,Hantgan2018,,,
13-7-1-1,13-7-1,dɔ̀yⁿɛ́,ash-None,false,expert,Hantgan2018,,,
14-7-1-1,14-7-1,úndɔ́,ash-None,false,expert,Hantgan2018,,,
15-7-1-1,15-7-1,dòwⁿ òsú,ash-None,false,expert,Hantgan2018,,,
16-7-1-1,16-7-1,dɔ̀yⁿɛ̀,ash-None,false,expert,Hantgan2018,,,
17-7-1-1,17-7-1,únɔ̀,ash-None,false,expert,Hantgan2018,,,
1-8-1-1,1-8-1,ɡīìⁿ,back-None,false,expert,Hantgan2018,,,
3-8-1-1,3-8-1,tùndú,back-None,false,expert,Hantgan2018,,,
4-8-1-1,4-8-1,tùlù kɛ́lɛ̀,back-None,false,expert,Hantgan2018,,,
5-8-1-1,5-8-1,pùmbù,back-None,false,expert,Hantgan2018,,,
18-8-1-1,18-8-1,caggal,back-None,false,expert,Hantgan2018,,,
6-8-1-1,6-8-1,gǔn,back-None,false,expert,Hantgan2018,,,
7-8-1-1,7-8-1,túndú,back-None,false,expert,Hantgan2018,,,
8-8-1-1,8-8-1,bàndí-ŋgé,back-None,false,expert,Hantgan2018,,,
9-8-1-1,9-8-1,tùndù bìrⁿɛ́,back-None,false,expert,Hantgan2018,,,
20-8-1-1,20-8-1,túndú,back-None,false,expert,Hantgan2018,,,
10-8-1-1,10-8-1,tùr kɛ́lɛ́,back-None,false,expert,Hantgan2018,,,
21-8-1-1,21-8-1,bandɛ̀,back-None,false,expert,Hantgan2018,,,
22-8-1-1,22-8-1,bàndè,back-None,false,expert,Hantgan2018,,,
11-8-1-1,11-8-1,kúndú-gó,back-None,false,expert,Hantgan2018,,,
12-8-1-1,12-8-1,túnú,back-None,false,expert,Hantgan2018,,,
13-8-1-1,13-8-1,dògò kɛ́nɛ́,back-None,false,expert,Hantgan2018,,,
14-8-1-1,14-8-1,ònnú,back-None,false,expert,Hantgan2018,,,
15-8-1-1,15-8-1,tùŋɔ́,back-None,false,expert,Hantgan2018,,,
16-8-1-1,16-8-1,tùnù,back-None,false,expert,Hantgan2018,,,
17-8-1-1,17-8-1,ònɔ́,back-None,false,expert,Hantgan2018,,,
2-9-1-1,2-9-1,júgú-máⁿ,bad-None,false,expert,Hantgan2018,,,
1-9-1-1,1-9-1,yáŋɡā,bad-None,false,expert,Hantgan2018,,,
3-9-1-1,3-9-1,m̀bɔ̀sú,bad-None,false,expert,Hantgan2018,,,
4-9-1-1,4-9-1,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
5-9-1-1,5-9-1,ɲàmì,bad-None,false,expert,Hantgan2018,,,
18-9-1-1,18-9-1,bon-nde,bad-None,false,expert,Hantgan2018,,,
6-9-1-1,6-9-1,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
19-9-1-1,19-9-1,ɲɔ̄ŋɔ̄,bad-None,false,expert,Hantgan2018,,,
7-9-1-1,7-9-1,yá:lá,bad-None,false,expert,Hantgan2018,,,
8-9-1-1,8-9-1,nɛ̀:ndɛ́:,bad-None,false,expert,Hantgan2018,,,
9-9-1-1,9-9-1,mɔ̀sí,bad-None,false,expert,Hantgan2018,,,
20-9-1-1,20-9-1,ɲàm,bad-None,false,expert,Hantgan2018,,,
10-9-1-1,10-9-1,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
21-9-1-1,21-9-1,bɔ̀nɛ́,bad-None,false,expert,Hantgan2018,,,
22-9-1-1,22-9-1,bòné fùtù,bad-None,false,expert,Hantgan2018,,,
11-9-1-1,11-9-1,sàm-gɔ́,bad-None,false,expert,Hantgan2018,,,
12-9-1-1,12-9-1,mɔ́:ná,bad-None,false,expert,Hantgan2018,,,
13-9-1-1,13-9-1,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
14-9-1-1,14-9-1,pàdíɛ́,bad-None,false,expert,Hantgan2018,,,
15-9-1-1,15-9-1,mɔ̀sú,bad-None,false,expert,Hantgan2018,,,
16-9-1-1,16-9-1,gɔ̀mɔ̀,bad-None,false,expert,Hantgan2018,,,
17-9-1-1,17-9-1,mɔ̀ɲú,bad-None,false,expert,Hantgan2018,,,
2-1-1-1,2-1-1,ŋɔ̀mɔ́,bark-None,false,expert,Hantgan2018,,,
1-1-1-1,1-1-1,kūɥɛ̀,bark-None,false,expert,Hantgan2018,,,
3-1-1-1,3-1-1,tùndú,bark-None,false,expert,Hantgan2018,,,
4-1-1-1,4-1-1,kù kòmbî:,bark-None,false,expert,Hantgan2018,,,
5-1-1-1,5-1-1,kòbàlì,bark-None,false,expert,Hantgan2018,,,
18-1-1-1,18-1-1,koɓolal,bark-None,false,expert,Hantgan2018,,,
6-1-1-1,6-1-1,jêy,bark-None,false,expert,Hantgan2018,,,
19-1-1-1,19-1-1,jùgù wógō,bark-None,false,expert,Hantgan2018,,,
7-1-1-1,7-1-1,kòmbòlí,bark-None,false,expert,Hantgan2018,,,
9-1-1-1,9-1-1,tùmà pô:,bark-None,false,expert,Hantgan2018,,,
20-1-1-1,20-1-1,témbú,bark-None,false,expert,Hantgan2018,,,
10-1-1-1,10-1-1,gɛ̂:ⁿ,bark-None,false,expert,Hantgan2018,,,
21-1-1-1,21-1-1,kókómbú,bark-None,false,expert,Hantgan2018,,,
22-1-1-1,22-1-1,kóptò,bark-None,false,expert,Hantgan2018,,,
11-1-1-1,11-1-1,kóbé,bark-None,false,expert,Hantgan2018,,,
12-1-1-1,12-1-1,kóy,bark-None,false,expert,Hantgan2018,,,
13-1-1-1,13-1-1,kòkǒ:,bark-None,false,expert,Hantgan2018,,,
14-1-1-1,14-1-1,jóyⁿ,bark-None,false,expert,Hantgan2018,,,
15-1-1-1,15-1-1,kǒw,bark-None,false,expert,Hantgan2018,,,
16-1-1-1,16-1-1,tìmè sábú,bark-None,false,expert,Hantgan2018,,,
1-1-2-1,1-1-2,sèmbò,beard-None,false,expert,Hantgan2018,,,
3-1-2-1,3-1-2,bɛ᷈yⁿ,beard-None,false,expert,Hantgan2018,,,
4-1-2-1,4-1-2,bɛ᷈yⁿ,beard-None,false,expert,Hantgan2018,,,
5-1-2-1,5-1-2,ʔɔ̀ndɔ́ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
18-1-2-1,18-1-2,waare,beard-None,false,expert,Hantgan2018,,,
6-1-2-1,6-1-2,bɛ̀w kúrɔ́,beard-None,false,expert,Hantgan2018,,,
19-1-2-1,19-1-2,ʃìmbò cí,beard-None,false,expert,Hantgan2018,,,
7-1-2-1,7-1-2,bé:ⁿ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
8-1-1-1,8-1-1,bɛ̂:ŋgò,beard-None,false,expert,Hantgan2018,,,
9-1-2-1,9-1-2,bɛ̀ bɛ᷈:,beard-None,false,expert,Hantgan2018,,,
20-1-2-1,20-1-2,dɔ́mjɔ́ kùlɛ̀,beard-None,false,expert,Hantgan2018,,,
10-1-2-1,10-1-2,bɛ̀ bɛ̌w,beard-None,false,expert,Hantgan2018,,,
22-1-2-1,22-1-2,kà:bè,beard-None,false,expert,Hantgan2018,,,
11-1-2-1,11-1-2,bèyà: kúlà,beard-None,false,expert,Hantgan2018,,,
12-1-2-1,12-1-2,yéná kùlè-ŋgé,beard-None,false,expert,Hantgan2018,,,
13-1-2-1,13-1-2,bɛ̌,beard-None,false,expert,Hantgan2018,,,
14-1-2-1,14-1-2,bɛ̀ɛ́,beard-None,false,expert,Hantgan2018,,,
15-1-2-1,15-1-2,bɛ̌w,beard-None,false,expert,Hantgan2018,,,
16-1-2-1,16-1-2,bìyà kùlà,beard-None,false,expert,Hantgan2018,,,
17-1-1-1,17-1-1,bɛ̌:,beard-None,false,expert,Hantgan2018,,,
2-1-2-1,2-1-2,cɛ̀ɲí,beautiful-None,false,expert,Hantgan2018,,,
1-1-3-1,1-1-3,báákò,beautiful-None,false,expert,Hantgan2018,,,
3-1-3-1,3-1-3,ɛ́sù-m,beautiful-None,false,expert,Hantgan2018,,,
4-1-3-1,4-1-3,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
5-1-3-1,5-1-3,sèlè,beautiful-None,false,expert,Hantgan2018,,,
18-1-3-1,18-1-3,lobb,beautiful-None,false,expert,Hantgan2018,,,
6-1-3-1,6-1-3,ɛju,beautiful-None,false,expert,Hantgan2018,,,
19-1-3-1,19-1-3,māɲɔ̄wⁿ,beautiful-None,false,expert,Hantgan2018,,,
7-1-3-1,7-1-3,yá:gá,beautiful-None,false,expert,Hantgan2018,,,
8-1-2-1,8-1-2,nálɛ́:,beautiful-None,false,expert,Hantgan2018,,,
9-1-3-1,9-1-3,ɛ̀sí,beautiful-None,false,expert,Hantgan2018,,,
20-1-3-1,20-1-3,yágá,beautiful-None,false,expert,Hantgan2018,,,
10-1-3-1,10-1-3,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
22-1-3-1,22-1-3,mù:lí-yà,beautiful-None,false,expert,Hantgan2018,,,
21-1-2-1,21-1-2,sɔ̀wɔ̌:,beautiful-None,false,expert,Hantgan2018,,,
11-1-3-1,11-1-3,ɛ́dɛ̀:,beautiful-None,false,expert,Hantgan2018,,,
12-1-3-1,12-1-3,yágá,beautiful-None,false,expert,Hantgan2018,,,
13-1-3-1,13-1-3,sɛ́ⁿ,beautiful-None,false,expert,Hantgan2018,,,
14-1-3-1,14-1-3,ɛ̀sú,beautiful-None,false,expert,Hantgan2018,,,
15-1-3-1,15-1-3,jɛ̀rⁿú,beautiful-None,false,expert,Hantgan2018,,,
16-1-3-1,16-1-3,ɛ̀zù,beautiful-None,false,expert,Hantgan2018,,,
17-1-2-1,17-1-2,ɛ̀jú,beautiful-None,false,expert,Hantgan2018,,,
2-1-3-1,2-1-3,dábɔ́,begin-None,false,expert,Hantgan2018,,,
1-1-4-1,1-1-4,tììndà,begin-None,false,expert,Hantgan2018,,,
3-1-4-1,3-1-4,túmbí-rí,begin-None,false,expert,Hantgan2018,,,
4-1-4-1,4-1-4,túmdí,begin-None,false,expert,Hantgan2018,,,
5-1-4-1,5-1-4,dɔ́gú-lɛ̀,begin-None,false,expert,Hantgan2018,,,
18-1-4-1,18-1-4,fuɗɗu-de,begin-None,false,expert,Hantgan2018,,,
6-1-4-1,6-1-4,túmnó,begin-None,false,expert,Hantgan2018,,,
19-1-4-1,19-1-4,ǹsīnì,begin-None,false,expert,Hantgan2018,,,
7-1-4-1,7-1-4,dɔ́gɛ́,begin-None,false,expert,Hantgan2018,,,
8-1-3-1,8-1-3,jàŋgí,begin-None,false,expert,Hantgan2018,,,
9-1-4-1,9-1-4,tɔ́rɔ́,begin-None,false,expert,Hantgan2018,,,
20-1-4-1,20-1-4,dɔ́gú-lɛ̀,begin-None,false,expert,Hantgan2018,,,
10-1-4-1,10-1-4,nɔ́:,begin-None,false,expert,Hantgan2018,,,
21-1-3-1,21-1-3,síntîn,begin-None,false,expert,Hantgan2018,,,
22-1-4-1,22-1-4,síntîn,begin-None,false,expert,Hantgan2018,,,
11-1-4-1,11-1-4,tɔ́:,begin-None,false,expert,Hantgan2018,,,
12-1-4-1,12-1-4,túmbú-lɔ́,begin-None,false,expert,Hantgan2018,,,
13-1-4-1,13-1-4,tɔ́rɔ́,begin-None,false,expert,Hantgan2018,,,
14-1-4-1,14-1-4,tɔ́lɔ́,begin-None,false,expert,Hantgan2018,,,
15-1-4-1,15-1-4,dɛ̀wrú,begin-None,false,expert,Hantgan2018,,,
16-1-4-1,16-1-4,nɔ́,begin-None,false,expert,Hantgan2018,,,
17-1-3-1,17-1-3,tɔ́lɔ́,begin-None,false,expert,Hantgan2018,,,
2-1-4-1,2-1-4,fùrú,belly-None,false,expert,Hantgan2018,,,
1-1-5-1,1-1-5,kòrè,belly-None,false,expert,Hantgan2018,,,
3-1-5-1,3-1-5,pìré,belly-None,false,expert,Hantgan2018,,,
4-1-5-1,4-1-5,pìré,belly-None,false,expert,Hantgan2018,,,
5-1-5-1,5-1-5,dólè,belly-None,false,expert,Hantgan2018,,,
18-1-5-1,18-1-5,reedu,belly-None,false,expert,Hantgan2018,,,
6-1-5-1,6-1-5,bɛrɛ,belly-None,false,expert,Hantgan2018,,,
19-1-5-1,19-1-5,nù,belly-None,false,expert,Hantgan2018,,,
7-1-5-1,7-1-5,píjí,belly-None,false,expert,Hantgan2018,,,
8-1-4-1,8-1-4,kûl,belly-None,false,expert,Hantgan2018,,,
9-1-5-1,9-1-5,bèndé,belly-None,false,expert,Hantgan2018,,,
20-1-5-1,20-1-5,jàŋgà,belly-None,false,expert,Hantgan2018,,,
10-1-5-1,10-1-5,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
21-1-4-1,21-1-4,bɛ́:rǎ:,belly-None,false,expert,Hantgan2018,,,
22-1-5-1,22-1-5,fúttó,belly-None,false,expert,Hantgan2018,,,
11-1-5-1,11-1-5,bɛ̀rǎ:,belly-None,false,expert,Hantgan2018,,,
12-1-5-1,12-1-5,pìndì,belly-None,false,expert,Hantgan2018,,,
13-1-5-1,13-1-5,bǐn,belly-None,false,expert,Hantgan2018,,,
14-1-5-1,14-1-5,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
15-1-5-1,15-1-5,bèté,belly-None,false,expert,Hantgan2018,,,
16-1-5-1,16-1-5,bɛ̀dɛ̀,belly-None,false,expert,Hantgan2018,,,
17-1-4-1,17-1-4,bɛ̀rɛ́,belly-None,false,expert,Hantgan2018,,,
1-1-6-1,1-1-6,tāà,beside-None,false,expert,Hantgan2018,,,
3-1-6-1,3-1-6,kěrû,beside-None,false,expert,Hantgan2018,,,
4-1-6-1,4-1-6,wò,beside-None,false,expert,Hantgan2018,,,
5-1-6-1,5-1-6,kúmà,beside-None,false,expert,Hantgan2018,,,
18-1-6-1,18-1-6,bannge,beside-None,false,expert,Hantgan2018,,,
6-1-6-1,6-1-6,dìî,beside-None,false,expert,Hantgan2018,,,
7-1-6-1,7-1-6,báŋgù:ⁿ,beside-None,false,expert,Hantgan2018,,,
8-1-5-1,8-1-5,sɔ̀n,beside-None,false,expert,Hantgan2018,,,
9-1-6-1,9-1-6,gò,beside-None,false,expert,Hantgan2018,,,
20-1-6-1,20-1-6,páŋ̀,beside-None,false,expert,Hantgan2018,,,
10-1-6-1,10-1-6,bélè,beside-None,false,expert,Hantgan2018,,,
22-1-6-1,22-1-6,kèr,beside-None,false,expert,Hantgan2018,,,
21-1-5-1,21-1-5,kɛ́rɛ̀-gá,beside-None,false,expert,Hantgan2018,,,
11-1-6-1,11-1-6,nɛ̀,beside-None,false,expert,Hantgan2018,,,
12-1-6-1,12-1-6,ŋà,beside-None,false,expert,Hantgan2018,,,
13-1-6-1,13-1-6,bɛ́:gɛ̀rɛ̀,beside-None,false,expert,Hantgan2018,,,
14-1-6-1,14-1-6,táŋá-nɛ,beside-None,false,expert,Hantgan2018,,,
15-1-6-1,15-1-6,kù,beside-None,false,expert,Hantgan2018,,,
16-1-6-1,16-1-6,nà,beside-None,false,expert,Hantgan2018,,,
17-1-5-1,17-1-5,gè-nɛ̀,beside-None,false,expert,Hantgan2018,,,
2-1-5-1,2-1-5,híílɛ́,betray-None,false,expert,Hantgan2018,,,
1-1-7-1,1-1-7,dɔ̀ɡɔ̀-rɔ̀,betray-None,false,expert,Hantgan2018,,,
4-1-7-1,4-1-7,jàmbí,betray-None,false,expert,Hantgan2018,,,
18-1-7-1,18-1-7,jamba,betray-None,false,expert,Hantgan2018,,,
6-1-7-1,6-1-7,jàmá,betray-None,false,expert,Hantgan2018,,,
19-1-6-1,19-1-6,híílā,betray-None,false,expert,Hantgan2018,,,
7-1-7-1,7-1-7,jàmbá,betray-None,false,expert,Hantgan2018,,,
8-1-6-1,8-1-6,jámbɛ́,betray-None,false,expert,Hantgan2018,,,
9-1-7-1,9-1-7,jàmbí,betray-None,false,expert,Hantgan2018,,,
10-1-7-1,10-1-7,jàmbá,betray-None,false,expert,Hantgan2018,,,
21-1-6-1,21-1-6,zàmbá,betray-None,false,expert,Hantgan2018,,,
22-1-7-1,22-1-7,zàmbà,betray-None,false,expert,Hantgan2018,,,
11-1-7-1,11-1-7,zàmbí,betray-None,false,expert,Hantgan2018,,,
13-1-7-1,13-1-7,jàmá,betray-None,false,expert,Hantgan2018,,,
14-1-7-1,14-1-7,káná,betray-None,false,expert,Hantgan2018,,,
15-1-7-1,15-1-7,zàmú,betray-None,false,expert,Hantgan2018,,,
16-1-7-1,16-1-7,zàmú,betray-None,false,expert,Hantgan2018,,,
17-1-6-1,17-1-6,jàmá,betray-None,false,expert,Hantgan2018,,,
1-1-8-1,1-1-8,bɔ́rⁿú,big-None,false,expert,Hantgan2018,,,
3-1-7-1,3-1-7,díyⁿàwⁿ,big-None,false,expert,Hantgan2018,,,
4-1-8-1,4-1-8,díyⁿàw,big-None,false,expert,Hantgan2018,,,
5-1-7-1,5-1-7,bàyⁿ,big-None,false,expert,Hantgan2018,,,
18-1-8-1,18-1-8,mawnu-de,big-None,false,expert,Hantgan2018,,,
6-1-8-1,6-1-8,gàrá,big-None,false,expert,Hantgan2018,,,
19-1-7-1,19-1-7,būrōŋ,big-None,false,expert,Hantgan2018,,,
7-1-8-1,7-1-8,bâyⁿ,big-None,false,expert,Hantgan2018,,,
8-1-7-1,8-1-7,gìndɔ́:,big-None,false,expert,Hantgan2018,,,
9-1-8-1,9-1-8,dùgí,big-None,false,expert,Hantgan2018,,,
